Edition,Country,City,Sport,Discipline,Athlete,Team,NOC,Gender,Event,Event_gender,Medal
1896,Greece,Athens,Aquatics,Swimming,"HAJOS, Alfred",Hungary,HUN,Men,100m freestyle,M,Gold
1896,Greece,Athens,Aquatics,Swimming,"HAJOS, Alfred",Hungary,HUN,Men,1200m freestyle,M,Gold
1896,Greece,Athens,Athletics,Athletics,"SZOKOLYI, Alajos",Hungary,HUN,Men,100m,M,Bronze
1896,Greece,Athens,Athletics,Athletics,"DANI, Nandor",Hungary,HUN,Men,800m,M,Silver
1896,Greece,Athens,Athletics,Athletics,"KELLNER, Gyula",Hungary,HUN,Men,marathon,M,Bronze
1896,Greece,Athens,Tennis,Tennis,"TAPAVICZA, Momcsillo",Hungary,HUN,Men,singles,M,Bronze
2004,Greece,Athens,Aquatics,Swimming,"GYURTA, Daniel",Hungary,HUN,Men,200m breaststroke,M,Silver
2004,Greece,Athens,Aquatics,Swimming,"CSEH, Laszlo",Hungary,HUN,Men,400m individual medley,M,Bronze
2004,Greece,Athens,Aquatics,Water polo,"BENEDEK, Tibor",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"BIROS, Peter",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"FODOR, Rajmund",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"GERGELY, Istvan",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"KASAS, Tamas",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"KISS, Gergely",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"MADARAS, Norbert",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"MOLNAR, Tamas",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"STEINMETZ, Adam",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"STEINMETZ, Barnabas",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"SZECSI, Zoltan",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"VARGA, Tamas",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Aquatics,Water polo,"VARI, Attila",Hungary,HUN,Men,water polo,M,Gold
2004,Greece,Athens,Athletics,Athletics,"KOVAGO, Zoltan",Hungary,HUN,Men,discus throw,M,Silver
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"VAJDA, Attila",Hungary,HUN,Men,C-1 1000m (canoe single),M,Bronze
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"KOLONICS, Gyorgy",Hungary,HUN,Men,C-2 1000m (canoe double),M,Bronze
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"KOZMANN, Gyorgy",Hungary,HUN,Men,C-2 1000m (canoe double),M,Bronze
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"JANIC, Natasa",Hungary,HUN,Women,K-1 500m (kayak single),W,Gold
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"JANIC, Natasa",Hungary,HUN,Women,K-2 500m (kayak double),W,Gold
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"KOVACS, Katalin",Hungary,HUN,Women,K-2 500m (kayak double),W,Gold
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"HORVATH, Gabor",Hungary,HUN,Men,K-4 1000m (kayak four),M,Gold
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"KAMMERER, Zoltan",Hungary,HUN,Men,K-4 1000m (kayak four),M,Gold
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"STORCZ, Botond",Hungary,HUN,Men,K-4 1000m (kayak four),M,Gold
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"VERECKEI, Akos",Hungary,HUN,Men,K-4 1000m (kayak four),M,Gold
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"BOTA, Kinga",Hungary,HUN,Women,K-4 500m (kayak four),W,Silver
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"KOVACS, Katalin",Hungary,HUN,Women,K-4 500m (kayak four),W,Silver
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"SZABO, Szilvia",Hungary,HUN,Women,K-4 500m (kayak four),W,Silver
2004,Greece,Athens,Canoe / Kayak,Canoe / Kayak F,"VISKI, Erzsebet",Hungary,HUN,Women,K-4 500m (kayak four),W,Silver
2004,Greece,Athens,Fencing,Fencing,"NAGY, Timea",Hungary,HUN,Women,épée individual,W,Gold
2004,Greece,Athens,Fencing,Fencing,"BOCZKO, Gabor",Hungary,HUN,Men,épée team,M,Silver
2004,Greece,Athens,Fencing,Fencing,"IMRE, Geza",Hungary,HUN,Men,épée team,M,Silver
2004,Greece,Athens,Fencing,Fencing,"KOVACS, Ivan",Hungary,HUN,Men,épée team,M,Silver
2004,Greece,Athens,Fencing,Fencing,"KULCSAR, Krisztian",Hungary,HUN,Men,épée team,M,Silver
2004,Greece,Athens,Fencing,Fencing,"NEMCSIK, Zsolt",Hungary,HUN,Men,sabre individual,M,Silver
2004,Greece,Athens,Modern Pentathlon,Modern Pentath.,"VOROS, Zsuzsanna",Hungary,HUN,Women,Individual competition,W,Gold
2004,Greece,Athens,Shooting,Shooting,"IGALY, Diana",Hungary,HUN,Women,skeet (75 targets),W,Gold
2004,Greece,Athens,Weightlifting,Weightlifting,"KRUTZLER, Eszter",Hungary,HUN,Women,69kg,W,Silver
2004,Greece,Athens,Wrestling,Wrestling Gre-R,"MAJOROS, Istvan",Hungary,HUN,Men,- 55kg,M,Gold
1900,France,Paris,Aquatics,Swimming,"HALMAY, Zoltan",Hungary,HUN,Men,1500m freestyle,M,Bronze
1900,France,Paris,Aquatics,Swimming,"HALMAY, Zoltan",Hungary,HUN,Men,200m freestyle,M,Silver
1900,France,Paris,Aquatics,Swimming,"HALMAY, Zoltan",Hungary,HUN,Men,4000m freestyle,M,Silver
1900,France,Paris,Athletics,Athletics,"BAUER, Rudolf",Hungary,HUN,Men,discus throw,M,Gold
1900,France,Paris,Athletics,Athletics,"GÖNCZY, Lajos",Hungary,HUN,Men,high jump,M,Bronze
1924,France,Paris,Aquatics,Swimming,"BARTHA, István",Hungary,HUN,Men,100m backstroke,M,Bronze
1924,France,Paris,Athletics,Athletics,"SOMFAY, Elemer",Hungary,HUN,Men,pentathlon,M,Silver
1924,France,Paris,Fencing,Fencing,"BERTI, Laszlo",Hungary,HUN,Men,foil team,M,Bronze
1924,France,Paris,Fencing,Fencing,"LICHTENECKERT, Istvan",Hungary,HUN,Men,foil team,M,Bronze
1924,France,Paris,Fencing,Fencing,"POSTA, Sandor",Hungary,HUN,Men,foil team,M,Bronze
1924,France,Paris,Fencing,Fencing,"SCHENKER, Zoltan",Hungary,HUN,Men,foil team,M,Bronze
1924,France,Paris,Fencing,Fencing,"TERSZTYANSZKY, Ödön",Hungary,HUN,Men,foil team,M,Bronze
1924,France,Paris,Fencing,Fencing,"GARAY, Janos",Hungary,HUN,Men,sabre individual,M,Bronze
1924,France,Paris,Fencing,Fencing,"POSTA, Sandor",Hungary,HUN,Men,sabre individual,M,Gold
1924,France,Paris,Fencing,Fencing,"BERTI, Laszlo",Hungary,HUN,Men,sabre team,M,Silver
1924,France,Paris,Fencing,Fencing,"GARAY, Janos",Hungary,HUN,Men,sabre team,M,Silver
1924,France,Paris,Fencing,Fencing,"POSTA, Sandor",Hungary,HUN,Men,sabre team,M,Silver
1924,France,Paris,Fencing,Fencing,"RADY, Jozsef",Hungary,HUN,Men,sabre team,M,Silver
1924,France,Paris,Fencing,Fencing,"SCHENKER, Zoltan",Hungary,HUN,Men,sabre team,M,Silver
1924,France,Paris,Fencing,Fencing,"SZECHY, Laszlo",Hungary,HUN,Men,sabre team,M,Silver
1924,France,Paris,Fencing,Fencing,"TERSZTYANSZKY, Ödön",Hungary,HUN,Men,sabre team,M,Silver
1924,France,Paris,Fencing,Fencing,"UHLYARIK, Jenö",Hungary,HUN,Men,sabre team,M,Silver
1924,France,Paris,Shooting,Shooting,"HALASY, Gyula",Hungary,HUN,Men,trap (125 targets),M,Gold
1924,France,Paris,Wrestling,Wrestling Gre-R,"BADO, Rajmund",Hungary,HUN,Men,+ 82.5kg (super heavyweight),M,Bronze
1924,France,Paris,Wrestling,Wrestling Gre-R,"KERESZTES, Lajos",Hungary,HUN,Men,62 - 67.5kg (lightweight),M,Silver
1908,United Kingdom,London,Aquatics,Swimming,"HALMAY, Zoltan",Hungary,HUN,Men,100m freestyle,M,Silver
1908,United Kingdom,London,Aquatics,Swimming,"HALMAY, Zoltan",Hungary,HUN,Men,4x200m freestyle relay,M,Silver
1908,United Kingdom,London,Aquatics,Swimming,"LAS TORRES, Béla",Hungary,HUN,Men,4x200m freestyle relay,M,Silver
1908,United Kingdom,London,Aquatics,Swimming,"MUNK, Jozsef",Hungary,HUN,Men,4x200m freestyle relay,M,Silver
1908,United Kingdom,London,Aquatics,Swimming,"ZACHAR, Imre",Hungary,HUN,Men,4x200m freestyle relay,M,Silver
1908,United Kingdom,London,Athletics,Athletics,"BODOR, Ödön",Hungary,HUN,Men,4x400m relay,M,Bronze
1908,United Kingdom,London,Athletics,Athletics,"NAGY, Jozsef",Hungary,HUN,Men,4x400m relay,M,Bronze
1908,United Kingdom,London,Athletics,Athletics,"RACZ, G.",Hungary,HUN,Men,4x400m relay,M,Bronze
1908,United Kingdom,London,Athletics,Athletics,"SIMON, Pal",Hungary,HUN,Men,4x400m relay,M,Bronze
1908,United Kingdom,London,Athletics,Athletics,"SOMODY, Istvan",Hungary,HUN,Men,high jump,M,Silver
1908,United Kingdom,London,Fencing,Fencing,"FUCHS, Jenö",Hungary,HUN,Men,sabre individual,M,Gold
1908,United Kingdom,London,Fencing,Fencing,"ZULAWSKY, Béla",Hungary,HUN,Men,sabre individual,M,Silver
1908,United Kingdom,London,Fencing,Fencing,"FUCHS, Jenö",Hungary,HUN,Men,sabre team,M,Gold
1908,United Kingdom,London,Fencing,Fencing,"GERDE, Oskar",Hungary,HUN,Men,sabre team,M,Gold
1908,United Kingdom,London,Fencing,Fencing,"TOTH, Peter",Hungary,HUN,Men,sabre team,M,Gold
1908,United Kingdom,London,Fencing,Fencing,"WERKNER, Lajos",Hungary,HUN,Men,sabre team,M,Gold
1908,United Kingdom,London,Rowing,Rowing,"LEVICZKY, Károly",Hungary,HUN,Men,single sculls (1x),M,Bronze
1908,United Kingdom,London,Wrestling,Wrestling Gre-R,"WEISZ, Richard",Hungary,HUN,Men,+ 93kg (super heavyweight),M,Gold
1948,United Kingdom,London,Aquatics,Swimming,"KADAS, Geza",Hungary,HUN,Men,100m freestyle,M,Bronze
1948,United Kingdom,London,Aquatics,Swimming,"MITRO, György",Hungary,HUN,Men,1500m freestyle,M,Bronze
1948,United Kingdom,London,Aquatics,Swimming,"NOVAK-GERARD, Eva",Hungary,HUN,Women,200m breaststroke,W,Bronze
1948,United Kingdom,London,Aquatics,Swimming,"KADAS, Geza",Hungary,HUN,Men,4x200m freestyle relay,M,Silver
1948,United Kingdom,London,Aquatics,Swimming,"MITRO, György",Hungary,HUN,Men,4x200m freestyle relay,M,Silver
1948,United Kingdom,London,Aquatics,Swimming,"NYEKI, Imre",Hungary,HUN,Men,4x200m freestyle relay,M,Silver
1948,United Kingdom,London,Aquatics,Swimming,"SZATMARI, Elemer",Hungary,HUN,Men,4x200m freestyle relay,M,Silver
1948,United Kingdom,London,Aquatics,Water polo,"BRANDI, Jenö",Hungary,HUN,Men,water polo,M,Silver
1948,United Kingdom,London,Aquatics,Water polo,"CSUVIK, Oszkar",Hungary,HUN,Men,water polo,M,Silver
1948,United Kingdom,London,Aquatics,Water polo,"FABIAN, Dezsö",Hungary,HUN,Men,water polo,M,Silver
1948,United Kingdom,London,Aquatics,Water polo,"GYARMATI, Dezso",Hungary,HUN,Men,water polo,M,Silver
1948,United Kingdom,London,Aquatics,Water polo,"GYORFFI, Endre",Hungary,HUN,Men,water polo,M,Silver
1948,United Kingdom,London,Aquatics,Water polo,"HOLOP, Miklos",Hungary,HUN,Men,water polo,M,Silver
1948,United Kingdom,London,Aquatics,Water polo,"JENEI, Laszlo",Hungary,HUN,Men,water polo,M,Silver
1948,United Kingdom,London,Aquatics,Water polo,"LEMHENYI, DezsÃ¶",Hungary,HUN,Men,water polo,M,Silver
1948,United Kingdom,London,Aquatics,Water polo,"SZITTYA, Karoly",Hungary,HUN,Men,water polo,M,Silver
1948,United Kingdom,London,Aquatics,Water polo,"SZIVOS, Istvan",Hungary,HUN,Men,water polo,M,Silver
1948,United Kingdom,London,Athletics,Athletics,"NEMETH, Imre",Hungary,HUN,Men,hammer throw,M,Gold
1948,United Kingdom,London,Athletics,Athletics,"VARSZEGI, Jozsef",Hungary,HUN,Men,javelin throw,M,Bronze
1948,United Kingdom,London,Athletics,Athletics,"GYARMATI, Olga",Hungary,HUN,Women,long jump,W,Gold
1948,United Kingdom,London,Boxing,Boxing,"CSIK, Tibor",Hungary,HUN,Men,51 - 54kg (bantamweight),M,Gold
1948,United Kingdom,London,Boxing,Boxing,"PAPP, Laszlo",Hungary,HUN,Men,67 - 73kg (middleweight),M,Gold
1948,United Kingdom,London,Fencing,Fencing,"MASZLAY, Lajos",Hungary,HUN,Men,foil individual,M,Bronze
1948,United Kingdom,London,Fencing,Fencing,"ELEK, Ilona",Hungary,HUN,Women,foil individual,W,Gold
1948,United Kingdom,London,Fencing,Fencing,"KOVACS, Pal Adam",Hungary,HUN,Men,sabre individual,M,Bronze
1948,United Kingdom,London,Fencing,Fencing,"GEREVICH, Aladar",Hungary,HUN,Men,sabre individual,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"BERCZELLY, Tibor",Hungary,HUN,Men,sabre team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"GEREVICH, Aladar",Hungary,HUN,Men,sabre team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"KARPATI, Rudolf",Hungary,HUN,Men,sabre team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"KOVACS, Pal Adam",Hungary,HUN,Men,sabre team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"PAPP, Bertalan",Hungary,HUN,Men,sabre team,M,Gold
1948,United Kingdom,London,Fencing,Fencing,"RAJCSANYI, Laszlo",Hungary,HUN,Men,sabre team,M,Gold
1948,United Kingdom,London,Gymnastics,Artistic G.,"PATAKI, Ferenc",Hungary,HUN,Men,floor exercises,M,Gold
1948,United Kingdom,London,Gymnastics,Artistic G.,"MOGYOROSI-KLENCS, Janos",Hungary,HUN,Men,floor exercises,M,Silver
1948,United Kingdom,London,Gymnastics,Artistic G.,"BARANYAI, Laszlo",Hungary,HUN,Men,team competition,M,Bronze
1948,United Kingdom,London,Gymnastics,Artistic G.,"FEKETE, Jozsef",Hungary,HUN,Men,team competition,M,Bronze
1948,United Kingdom,London,Gymnastics,Artistic G.,"MOGYOROSI, Gyözö",Hungary,HUN,Men,team competition,M,Bronze
1948,United Kingdom,London,Gymnastics,Artistic G.,"MOGYOROSI-KLENCS, Janos",Hungary,HUN,Men,team competition,M,Bronze
1948,United Kingdom,London,Gymnastics,Artistic G.,"PATAKI, Ferenc",Hungary,HUN,Men,team competition,M,Bronze
1948,United Kingdom,London,Gymnastics,Artistic G.,"SANTHA, Lajos",Hungary,HUN,Men,team competition,M,Bronze
1948,United Kingdom,London,Gymnastics,Artistic G.,"TOTH, Lajos",Hungary,HUN,Men,team competition,M,Bronze
1948,United Kingdom,London,Gymnastics,Artistic G.,"VARKOI, Ferenc",Hungary,HUN,Men,team competition,M,Bronze
1948,United Kingdom,London,Gymnastics,Artistic G.,"FEHER, Anna",Hungary,HUN,Women,team competition,W,Silver
1948,United Kingdom,London,Gymnastics,Artistic G.,"GULYAS-KÖTELES, Erzsebet",Hungary,HUN,Women,team competition,W,Silver
1948,United Kingdom,London,Gymnastics,Artistic G.,"KARSICS-DARUHAZI, Iren",Hungary,HUN,Women,team competition,W,Silver
1948,United Kingdom,London,Gymnastics,Artistic G.,"KÖVI-ZALAI, Maria",Hungary,HUN,Women,team competition,W,Silver
1948,United Kingdom,London,Gymnastics,Artistic G.,"NAGY-SANDOR, Margit",Hungary,HUN,Women,team competition,W,Silver
1948,United Kingdom,London,Gymnastics,Artistic G.,"SARKANY-BALASZ, Erzebet",Hungary,HUN,Women,team competition,W,Silver
1948,United Kingdom,London,Gymnastics,Artistic G.,"TASS LEMHENYI, Olga",Hungary,HUN,Women,team competition,W,Silver
1948,United Kingdom,London,Gymnastics,Artistic G.,"VASARHELYI (WECKINGER), Edit",Hungary,HUN,Women,team competition,W,Silver
1948,United Kingdom,London,Gymnastics,Artistic G.,"MOGYOROSI-KLENCS, Janos",Hungary,HUN,Men,vault,M,Bronze
1948,United Kingdom,London,Gymnastics,Artistic G.,"PATAKI, Ferenc",Hungary,HUN,Men,vault,M,Bronze
1948,United Kingdom,London,Rowing,Rowing,"SZENDEY, Antal",Hungary,HUN,Men,pair-oared shell with coxswain (2+),M,Bronze
1948,United Kingdom,London,Rowing,Rowing,"ZIMONYI, Robert",Hungary,HUN,Men,pair-oared shell with coxswain (2+),M,Bronze
1948,United Kingdom,London,Rowing,Rowing,"ZSITNIK SR., Bela",Hungary,HUN,Men,pair-oared shell with coxswain (2+),M,Bronze
1948,United Kingdom,London,Shooting,Shooting,"TAKACS, Karoly",Hungary,HUN,Men,25m rapid fire pistol (60 shots),M,Gold
1948,United Kingdom,London,Wrestling,Wrestling Free.,"BOBIS, Gyula",Hungary,HUN,Men,+ 87kg (heavyweight),M,Gold
1948,United Kingdom,London,Wrestling,Wrestling Gre-R,"TOTH, Ferenc",Hungary,HUN,Men,57 - 61kg (featherweight),M,Bronze
1948,United Kingdom,London,Wrestling,Wrestling Gre-R,"FERENCZ, Karoly",Hungary,HUN,Men,61 - 67kg (lightweight),M,Bronze
1948,United Kingdom,London,Wrestling,Wrestling Gre-R,"SZILVASI, Miklos",Hungary,HUN,Men,67 - 73kg (welterweight),M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"KOVACS, Mor",Hungary,HUN,Men,javelin throw,M,Bronze
1912,Sweden,Stockholm,Fencing,Fencing,"MESZAROS, Ervin",Hungary,HUN,Men,sabre individual,M,Bronze
1912,Sweden,Stockholm,Fencing,Fencing,"FUCHS, Jenö",Hungary,HUN,Men,sabre individual,M,Gold
1912,Sweden,Stockholm,Fencing,Fencing,"BEKESSY, Béla",Hungary,HUN,Men,sabre individual,M,Silver
1912,Sweden,Stockholm,Fencing,Fencing,"BERTI, Laszlo",Hungary,HUN,Men,sabre team,M,Gold
1912,Sweden,Stockholm,Fencing,Fencing,"FÖLDES, Deszö",Hungary,HUN,Men,sabre team,M,Gold
1912,Sweden,Stockholm,Fencing,Fencing,"FUCHS, Jenö",Hungary,HUN,Men,sabre team,M,Gold
1912,Sweden,Stockholm,Fencing,Fencing,"GERDE, Oskar",Hungary,HUN,Men,sabre team,M,Gold
1912,Sweden,Stockholm,Fencing,Fencing,"MESZAROS, Ervin",Hungary,HUN,Men,sabre team,M,Gold
1912,Sweden,Stockholm,Fencing,Fencing,"SCHENKER, Zoltan",Hungary,HUN,Men,sabre team,M,Gold
1912,Sweden,Stockholm,Fencing,Fencing,"TOTH, Peter",Hungary,HUN,Men,sabre team,M,Gold
1912,Sweden,Stockholm,Fencing,Fencing,"WERKNER, Lajos",Hungary,HUN,Men,sabre team,M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"ARADI, Lajos",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"BERKES, Jozsef",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"ERDÖDY, Imre",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"FOTI, Samu",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"GELLERT, Imre",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"HALMOS, Gyözö",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"HELLMICH, Otto",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"HERCZEG, Istvan",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"KERESZTESSY, Jozsef",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"KORPONAI, Janos",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"PASZTY, Elemer",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"PEDERY, Arpad",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"RETI, Jenö",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"SZÜTS, Ferenc",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"TERY, Ödön",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"TULI, Géza",Hungary,HUN,Men,team competition,M,Silver
1912,Sweden,Stockholm,Shooting,Shooting,"PROKOPP, Sandor",Hungary,HUN,Men,"army rifle, 300m, 3 positions",M,Gold
1912,Sweden,Stockholm,Wrestling,Wrestling Gre-R,"VARGA, Béla",Hungary,HUN,Men,75 - 82.5kg (light-heavyweight),M,Bronze
1928,Netherlands,Amsterdam,Aquatics,Swimming,"BARANY, Istvan",Hungary,HUN,Men,100m freestyle,M,Silver
1928,Netherlands,Amsterdam,Aquatics,Water polo,"BARTA, István",Hungary,HUN,Men,water polo,M,Silver
1928,Netherlands,Amsterdam,Aquatics,Water polo,"HALASSY, Oliver",Hungary,HUN,Men,water polo,M,Silver
1928,Netherlands,Amsterdam,Aquatics,Water polo,"HOMONNAI, Márton",Hungary,HUN,Men,water polo,M,Silver
1928,Netherlands,Amsterdam,Aquatics,Water polo,"IVÁDY, Sándor",Hungary,HUN,Men,water polo,M,Silver
1928,Netherlands,Amsterdam,Aquatics,Water polo,"KESERU, Alajos",Hungary,HUN,Men,water polo,M,Silver
1928,Netherlands,Amsterdam,Aquatics,Water polo,"KESERU, Ferenc",Hungary,HUN,Men,water polo,M,Silver
1928,Netherlands,Amsterdam,Aquatics,Water polo,"VRABELY, Jozsef",Hungary,HUN,Men,water polo,M,Silver
1928,Netherlands,Amsterdam,Athletics,Athletics,"SZEPES-STRAUCH, Bela",Hungary,HUN,Men,javelin throw,M,Silver
1928,Netherlands,Amsterdam,Boxing,Boxing,"KOCSIS, Antal",Hungary,HUN,Men,- 50.8kg (flyweight),M,Gold
1928,Netherlands,Amsterdam,Fencing,Fencing,"VITEZ TERSZTYANSZKY, Odön",Hungary,HUN,Men,sabre individual,M,Gold
1928,Netherlands,Amsterdam,Fencing,Fencing,"PETSCHAUER, Attila",Hungary,HUN,Men,sabre individual,M,Silver
1928,Netherlands,Amsterdam,Fencing,Fencing,"GARAY, Janos",Hungary,HUN,Men,sabre team,M,Gold
1928,Netherlands,Amsterdam,Fencing,Fencing,"GLYKAIS, Gyula",Hungary,HUN,Men,sabre team,M,Gold
1928,Netherlands,Amsterdam,Fencing,Fencing,"GOMBOS, Sandor",Hungary,HUN,Men,sabre team,M,Gold
1928,Netherlands,Amsterdam,Fencing,Fencing,"PETSCHAUER, Attila",Hungary,HUN,Men,sabre team,M,Gold
1928,Netherlands,Amsterdam,Fencing,Fencing,"RADY, Jozsef",Hungary,HUN,Men,sabre team,M,Gold
1928,Netherlands,Amsterdam,Fencing,Fencing,"TERSZTYANSZKY, Ödön",Hungary,HUN,Men,sabre team,M,Gold
1928,Netherlands,Amsterdam,Wrestling,Wrestling Gre-R,"KERESZTES, Lajos",Hungary,HUN,Men,60 - 67.5kg (lightweight),M,Gold
1928,Netherlands,Amsterdam,Wrestling,Wrestling Gre-R,"PAPP, L.",Hungary,HUN,Men,67.5 - 75kg (middleweight),M,Silver
1932,United States,Los Angeles,Aquatics,Swimming,"BARANY, Istvan",Hungary,HUN,Men,4x200m freestyle relay,M,Bronze
1932,United States,Los Angeles,Aquatics,Swimming,"SZABADOS, László",Hungary,HUN,Men,4x200m freestyle relay,M,Bronze
1932,United States,Los Angeles,Aquatics,Swimming,"SZEKELY, Andras",Hungary,HUN,Men,4x200m freestyle relay,M,Bronze
1932,United States,Los Angeles,Aquatics,Swimming,"WANIE, Andras",Hungary,HUN,Men,4x200m freestyle relay,M,Bronze
1932,United States,Los Angeles,Aquatics,Water polo,"BARTA, István",Hungary,HUN,Men,water polo,M,Gold
1932,United States,Los Angeles,Aquatics,Water polo,"BRODY, György",Hungary,HUN,Men,water polo,M,Gold
1932,United States,Los Angeles,Aquatics,Water polo,"HALASSY, Oliver",Hungary,HUN,Men,water polo,M,Gold
1932,United States,Los Angeles,Aquatics,Water polo,"HOMONNAI, Lajos",Hungary,HUN,Men,water polo,M,Gold
1932,United States,Los Angeles,Aquatics,Water polo,"IVÁDY, Sándor",Hungary,HUN,Men,water polo,M,Gold
1932,United States,Los Angeles,Aquatics,Water polo,"KESERU, Alajos",Hungary,HUN,Men,water polo,M,Gold
1932,United States,Los Angeles,Aquatics,Water polo,"KESERU, Ferenc",Hungary,HUN,Men,water polo,M,Gold
1932,United States,Los Angeles,Aquatics,Water polo,"NEMETH, János",Hungary,HUN,Men,water polo,M,Gold
1932,United States,Los Angeles,Aquatics,Water polo,"SÁRKÁNY, Miklós",Hungary,HUN,Men,water polo,M,Gold
1932,United States,Los Angeles,Aquatics,Water polo,"VÉRTESI (VRABELY), József",Hungary,HUN,Men,water polo,M,Gold
1932,United States,Los Angeles,Boxing,Boxing,"ENEKES, Istvan",Hungary,HUN,Men,- 50.8kg (flyweight),M,Gold
1932,United States,Los Angeles,Fencing,Fencing,"BOGEN, Erna",Hungary,HUN,Women,foil individual,W,Bronze
1932,United States,Los Angeles,Fencing,Fencing,"KABOS, Endre",Hungary,HUN,Men,sabre individual,M,Bronze
1932,United States,Los Angeles,Fencing,Fencing,"PILLER JEKELFALUSSY, György",Hungary,HUN,Men,sabre individual,M,Gold
1932,United States,Los Angeles,Fencing,Fencing,"GEREVICH, Aladar",Hungary,HUN,Men,sabre team,M,Gold
1932,United States,Los Angeles,Fencing,Fencing,"GLYKAIS, Gyula",Hungary,HUN,Men,sabre team,M,Gold
1932,United States,Los Angeles,Fencing,Fencing,"KABOS, Endre",Hungary,HUN,Men,sabre team,M,Gold
1932,United States,Los Angeles,Fencing,Fencing,"NAGY, Erno",Hungary,HUN,Men,sabre team,M,Gold
1932,United States,Los Angeles,Fencing,Fencing,"PETSCHAUER, Attila",Hungary,HUN,Men,sabre team,M,Gold
1932,United States,Los Angeles,Fencing,Fencing,"PILLER JEKELFALUSSY, György",Hungary,HUN,Men,sabre team,M,Gold
1932,United States,Los Angeles,Gymnastics,Artistic G.,"PELLE, István",Hungary,HUN,Men,floor exercises,M,Gold
1932,United States,Los Angeles,Gymnastics,Artistic G.,"PELLE, István",Hungary,HUN,Men,individual all-round,M,Silver
1932,United States,Los Angeles,Gymnastics,Artistic G.,"PELLE, István",Hungary,HUN,Men,parallel bars,M,Silver
