Edition,Country,City,Sport,Discipline,Athlete,Team,NOC,Gender,Event,Event_gender,Medal
1908,United Kingdom,London,Gymnastics,Artistic G.,"SÖRVIK, Haakon",Sweden,SWE,Men,team competition,M,Gold
1908,United Kingdom,London,Gymnastics,Artistic G.,"STIERNSPETZ, Yngve",Sweden,SWE,Men,team competition,M,Gold
1908,United Kingdom,London,Gymnastics,Artistic G.,"SVENSSON, Karl Johan",Sweden,SWE,Men,team competition,M,Gold
1908,United Kingdom,London,Gymnastics,Artistic G.,"VINGQVIST, Karl Gustaf",Sweden,SWE,Men,team competition,M,Gold
1908,United Kingdom,London,Gymnastics,Artistic G.,"WIDELL, F.",Sweden,SWE,Men,team competition,M,Gold
1908,United Kingdom,London,Gymnastics,Artistic G.,"WIEKMAN, G.",Sweden,SWE,Men,team competition,M,Gold
1908,United Kingdom,London,Gymnastics,Artistic G.,"WIMAN, David",Sweden,SWE,Men,team competition,M,Gold
1908,United Kingdom,London,Sailing,Sailing,"HELLSTRÖM, Carl Ludwig",Sweden,SWE,Men,8m,X,Silver
1908,United Kingdom,London,Sailing,Sailing,"SANDBERG, Erik",Sweden,SWE,Men,8m,X,Silver
1908,United Kingdom,London,Sailing,Sailing,"THORMÄHLEN, Edmund",Sweden,SWE,Men,8m,X,Silver
1908,United Kingdom,London,Sailing,Sailing,"WALLERIUS, Eric G.",Sweden,SWE,Men,8m,X,Silver
1908,United Kingdom,London,Sailing,Sailing,"WALLIN, Harald",Sweden,SWE,Men,8m,X,Silver
1908,United Kingdom,London,Shooting,Shooting,"SWAHN, Oscar",Sweden,SWE,Men,"100m running deer, double shots",M,Bronze
1908,United Kingdom,London,Shooting,Shooting,"SWAHN, Oscar",Sweden,SWE,Men,"100m running deer, single shots",M,Gold
1908,United Kingdom,London,Shooting,Shooting,"KNÖPPEL, Arvid",Sweden,SWE,Men,"100m running deer, single shots, team",M,Gold
1908,United Kingdom,London,Shooting,Shooting,"ROSELL, Ernest Oscar",Sweden,SWE,Men,"100m running deer, single shots, team",M,Gold
1908,United Kingdom,London,Shooting,Shooting,"SWAHN, Alfred",Sweden,SWE,Men,"100m running deer, single shots, team",M,Gold
1908,United Kingdom,London,Shooting,Shooting,"SWAHN, Oscar",Sweden,SWE,Men,"100m running deer, single shots, team",M,Gold
1908,United Kingdom,London,Shooting,Shooting,"CARLBERG, Eric",Sweden,SWE,Men,"50+100y small bore rifle, team",M,Silver
1908,United Kingdom,London,Shooting,Shooting,"CARLBERG, G. Vilhelm",Sweden,SWE,Men,"50+100y small bore rifle, team",M,Silver
1908,United Kingdom,London,Shooting,Shooting,"SCHARTAU, Frans Albert",Sweden,SWE,Men,"50+100y small bore rifle, team",M,Silver
1908,United Kingdom,London,Shooting,Shooting,"VON HOLST, Johan Hübner",Sweden,SWE,Men,"50+100y small bore rifle, team",M,Silver
1908,United Kingdom,London,Shooting,Shooting,"ARVIDSSON, Per Olof",Sweden,SWE,Men,"free rifle, team",M,Silver
1908,United Kingdom,London,Shooting,Shooting,"GUSTAFSSON, Janne",Sweden,SWE,Men,"free rifle, team",M,Silver
1908,United Kingdom,London,Shooting,Shooting,"JANSSON, Axel",Sweden,SWE,Men,"free rifle, team",M,Silver
1908,United Kingdom,London,Shooting,Shooting,"JONSSON, Gustaf Adolf",Sweden,SWE,Men,"free rifle, team",M,Silver
1908,United Kingdom,London,Shooting,Shooting,"RUNDBERG, Claës",Sweden,SWE,Men,"free rifle, team",M,Silver
1908,United Kingdom,London,Shooting,Shooting,"SJÖBERG, Gustav Adolf",Sweden,SWE,Men,"free rifle, team",M,Silver
1908,United Kingdom,London,Skating,Figure skating,"THOREN, Per",Sweden,SWE,Men,individual,M,Bronze
1908,United Kingdom,London,Skating,Figure skating,"SALCHOW, Ulrich",Sweden,SWE,Men,individual,M,Gold
1908,United Kingdom,London,Skating,Figure skating,"JOHANSSON, Richard",Sweden,SWE,Men,individual,M,Silver
1908,United Kingdom,London,Tennis,Tennis,"BOSTRÖM, Wollmar",Sweden,SWE,Men,doubles indoor,M,Bronze
1908,United Kingdom,London,Tennis,Tennis,"SETTERWALL, Gunnar",Sweden,SWE,Men,doubles indoor,M,Bronze
1908,United Kingdom,London,Tennis,Tennis,"ADLERSTRAHLE, Märtha",Sweden,SWE,Women,singles indoor,W,Bronze
1908,United Kingdom,London,Wrestling,Wrestling Gre-R,"MARTENSSON, Frithiof M.",Sweden,SWE,Men,66.6 - 73kg (middleweight),M,Gold
1908,United Kingdom,London,Wrestling,Wrestling Gre-R,"ANDERSSON, Mauritz",Sweden,SWE,Men,66.6 - 73kg (middleweight),M,Silver
1948,United Kingdom,London,Athletics,Athletics,"ALBERTSSON, Bertil",Sweden,SWE,Men,10000m,M,Bronze
1948,United Kingdom,London,Athletics,Athletics,"MIKAELSSON, John",Sweden,SWE,Men,10000m walk,M,Gold
1948,United Kingdom,London,Athletics,Athletics,"JOHANSSON, Ingemar",Sweden,SWE,Men,10000m walk,M,Silver
1948,United Kingdom,London,Athletics,Athletics,"ERIKSSON, Henry",Sweden,SWE,Men,1500m,M,Gold
1948,United Kingdom,London,Athletics,Athletics,"STRAND, Lennart",Sweden,SWE,Men,1500m,M,Silver
1948,United Kingdom,London,Athletics,Athletics,"HAGSTRÖM, Göte",Sweden,SWE,Men,3000m steeplechase,M,Bronze
1948,United Kingdom,London,Athletics,Athletics,"SJÖSTRAND, Tore",Sweden,SWE,Men,3000m steeplechase,M,Gold
1948,United Kingdom,London,Athletics,Athletics,"ELMSATER, Erik",Sweden,SWE,Men,3000m steeplechase,M,Silver
1948,United Kingdom,London,Athletics,Athletics,"LARSSON, Rune",Sweden,SWE,Men,400m hurdles,M,Bronze
1948,United Kingdom,London,Athletics,Athletics,"ALNEVIK, Folke",Sweden,SWE,Men,4x400m relay,M,Bronze
1948,United Kingdom,London,Athletics,Athletics,"LARSSON, Rune",Sweden,SWE,Men,4x400m relay,M,Bronze
1948,United Kingdom,London,Athletics,Athletics,"LUNDQUIST, Kurt",Sweden,SWE,Men,4x400m relay,M,Bronze
1948,United Kingdom,London,Athletics,Athletics,"WOLFBRANDT, Lars-Erik",Sweden,SWE,Men,4x400m relay,M,Bronze
1948,United Kingdom,London,Athletics,Athletics,"LJUNGGREN, John Artur",Sweden,SWE,Men,50km walk,M,Gold
1948,United Kingdom,London,Athletics,Athletics,"LEYMAN, Ann-Britt",Sweden,SWE,Women,long jump,W,Bronze
1948,United Kingdom,London,Athletics,Athletics,"AHMAN, Arne",Sweden,SWE,Men,triple jump,M,Gold
1948,United Kingdom,London,Boxing,Boxing,"NILSSON, Gunnar",Sweden,SWE,Men,+ 80kg (heavyweight),M,Silver
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"FREDRIKSSON, Gert",Sweden,SWE,Men,K-1 10000m,M,Gold
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"FREDRIKSSON, Gert",Sweden,SWE,Men,K-1 1000m (kayak single),M,Gold
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"AKERLUND, Gunnar",Sweden,SWE,Men,K-2 10000m,M,Gold
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"WETTERSTRÖM, Hans",Sweden,SWE,Men,K-2 10000m,M,Gold
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"BERGLUND, Hans",Sweden,SWE,Men,K-2 1000m (kayak double),M,Gold
1948,United Kingdom,London,Canoe / Kayak,Canoe / Kayak F,"KLINGSTRÖM, Lennart",Sweden,SWE,Men,K-2 1000m (kayak double),M,Gold
1948,United Kingdom,London,Equestrian,Dressage,"BOLTENSTERN JR., Gustaf Adolf",Sweden,SWE,Men,individual,X,Bronze
1948,United Kingdom,London,Equestrian,Eventing,"SELFELT, Robert",Sweden,SWE,Men,individual,X,Bronze
1948,United Kingdom,London,Equestrian,Eventing,"SELFELT, Robert",Sweden,SWE,Men,team,X,Silver
1948,United Kingdom,London,Equestrian,Eventing,"STAHRE, Olof",Sweden,SWE,Men,team,X,Silver
1948,United Kingdom,London,Equestrian,Eventing,"SVENSSON, Sigurd",Sweden,SWE,Men,team,X,Silver
1948,United Kingdom,London,Fencing,Fencing,"CARLESON, Per Hjalmar",Sweden,SWE,Men,épée team,M,Bronze
1948,United Kingdom,London,Fencing,Fencing,"CERVELL, Frank",Sweden,SWE,Men,épée team,M,Bronze
1948,United Kingdom,London,Fencing,Fencing,"FORSSELL, Carl",Sweden,SWE,Men,épée team,M,Bronze
1948,United Kingdom,London,Fencing,Fencing,"LJUNGQUIST, Bengt",Sweden,SWE,Men,épée team,M,Bronze
1948,United Kingdom,London,Fencing,Fencing,"THOFELT, Sven",Sweden,SWE,Men,épée team,M,Bronze
1948,United Kingdom,London,Fencing,Fencing,"TOLLBOM, Arne",Sweden,SWE,Men,épée team,M,Bronze
1948,United Kingdom,London,Football,Football,"ANDERSSON, Sune",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"CARLSSON, Henry",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"GREN, Gunnar",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"LEANDER, Barje",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"LIEDHOLM, Nils",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"LINDBERG, Torsten",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"NILSSON, Erik",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"NORDAHL, Bertil",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"NORDAHL, Gunnar",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"NORDAHL, Knut",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"ROSEN, Kjell",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Football,Football,"ROSENGREN, Birger",Sweden,SWE,Men,football,M,Gold
1948,United Kingdom,London,Modern Pentathlon,Modern Pentath.,"GÄRDIN, Gösta",Sweden,SWE,Men,Individual competition,M,Bronze
1948,United Kingdom,London,Modern Pentathlon,Modern Pentath.,"GRUT, William",Sweden,SWE,Men,Individual competition,M,Gold
1948,United Kingdom,London,Sailing,Sailing,"AMELN, Carl-Robert",Sweden,SWE,Men,6m,X,Bronze
1948,United Kingdom,London,Sailing,Sailing,"HINDORFF, Martin",Sweden,SWE,Men,6m,X,Bronze
1948,United Kingdom,London,Sailing,Sailing,"HOLM, Tore",Sweden,SWE,Men,6m,X,Bronze
1948,United Kingdom,London,Sailing,Sailing,"LORD, Torsten",Sweden,SWE,Men,6m,X,Bronze
1948,United Kingdom,London,Sailing,Sailing,"SALEN, Gösta",Sweden,SWE,Men,6m,X,Bronze
1948,United Kingdom,London,Sailing,Sailing,"BOHLIN, Folke",Sweden,SWE,Men,dragon,X,Silver
1948,United Kingdom,London,Sailing,Sailing,"BRODIN, Gösta",Sweden,SWE,Men,dragon,X,Silver
1948,United Kingdom,London,Sailing,Sailing,"JOHNSON, Hugo",Sweden,SWE,Men,dragon,X,Silver
1948,United Kingdom,London,Shooting,Shooting,"LUNDQUIST, Sven",Sweden,SWE,Men,25m rapid fire pistol (60 shots),M,Bronze
1948,United Kingdom,London,Shooting,Shooting,"ULLMAN, Torsten",Sweden,SWE,Men,50m pistol (60 shots),M,Bronze
1948,United Kingdom,London,Shooting,Shooting,"JONSSON, Jonas",Sweden,SWE,Men,50m rifle prone (60 shots),M,Bronze
1948,United Kingdom,London,Weightlifting,Weightlifting,"MAGNUSSON, Gösta",Sweden,SWE,Men,"75 - 82.5kg, total (light-heavyweight)",M,Bronze
1948,United Kingdom,London,Wrestling,Wrestling Free.,"JOHANSSON, Thure",Sweden,SWE,Men,- 52kg (flyweight),M,Bronze
1948,United Kingdom,London,Wrestling,Wrestling Free.,"ANTONSSON, Bertil",Sweden,SWE,Men,+ 87kg (heavyweight),M,Silver
1948,United Kingdom,London,Wrestling,Wrestling Free.,"SJÖLIN, Ivar",Sweden,SWE,Men,57 - 63kg (featherweight),M,Silver
1948,United Kingdom,London,Wrestling,Wrestling Free.,"FRÄNDFORS-JÖNSSON, Gösta",Sweden,SWE,Men,63 - 67kg (lightweight),M,Silver
1948,United Kingdom,London,Wrestling,Wrestling Free.,"LINDEN, Erik",Sweden,SWE,Men,73 - 79kg (middleweight),M,Bronze
1948,United Kingdom,London,Wrestling,Wrestling Free.,"FAHLKVIST, Bengt",Sweden,SWE,Men,79 - 87kg (light-heavyweight),M,Bronze
1948,United Kingdom,London,Wrestling,Wrestling Gre-R,"NILSSON, Tor",Sweden,SWE,Men,+ 87kg (super heavyweight),M,Silver
1948,United Kingdom,London,Wrestling,Wrestling Gre-R,"PETERSEN, Kurt",Sweden,SWE,Men,52 - 57kg (bantamweight),M,Gold
1948,United Kingdom,London,Wrestling,Wrestling Gre-R,"ANDERBERG, Olle",Sweden,SWE,Men,57 - 61kg (featherweight),M,Silver
1948,United Kingdom,London,Wrestling,Wrestling Gre-R,"FREIJ, Gustav",Sweden,SWE,Men,61 - 67kg (lightweight),M,Gold
1948,United Kingdom,London,Wrestling,Wrestling Gre-R,"ANDERSSON, Gösta",Sweden,SWE,Men,67 - 73kg (welterweight),M,Gold
1948,United Kingdom,London,Wrestling,Wrestling Gre-R,"GRÖNBERG, Axel",Sweden,SWE,Men,73 - 79kg (middleweight),M,Gold
1948,United Kingdom,London,Wrestling,Wrestling Gre-R,"NILSSON, Karl-Erik",Sweden,SWE,Men,79 - 87kg (light-heavyweight),M,Gold
1912,Sweden,Stockholm,Aquatics,Diving,"BLOMGREN, Gustaf",Sweden,SWE,Men,10m platform,M,Bronze
1912,Sweden,Stockholm,Aquatics,Diving,"ADLERZ, Erik",Sweden,SWE,Men,10m platform,M,Gold
1912,Sweden,Stockholm,Aquatics,Diving,"JOHANSSON, Greta",Sweden,SWE,Women,10m platform,W,Gold
1912,Sweden,Stockholm,Aquatics,Diving,"REGNELL, Lisa",Sweden,SWE,Women,10m platform,W,Silver
1912,Sweden,Stockholm,Aquatics,Diving,"JANSSON, John",Sweden,SWE,Men,plain high diving,M,Bronze
1912,Sweden,Stockholm,Aquatics,Diving,"ADLERZ, Erik",Sweden,SWE,Men,plain high diving,M,Gold
1912,Sweden,Stockholm,Aquatics,Diving,"JOHANSSON, Hjalmar",Sweden,SWE,Men,plain high diving,M,Silver
1912,Sweden,Stockholm,Aquatics,Swimming,"HENNING, Tor",Sweden,SWE,Men,400m breaststroke,M,Silver
1912,Sweden,Stockholm,Aquatics,Water polo,"ANDERSSON, Robert T.",Sweden,SWE,Men,water polo,M,Silver
1912,Sweden,Stockholm,Aquatics,Water polo,"ANDERSSON, Vilhelm",Sweden,SWE,Men,water polo,M,Silver
1912,Sweden,Stockholm,Aquatics,Water polo,"BERGQVIST, Erik",Sweden,SWE,Men,water polo,M,Silver
1912,Sweden,Stockholm,Aquatics,Water polo,"GUMPEL, Max",Sweden,SWE,Men,water polo,M,Silver
1912,Sweden,Stockholm,Aquatics,Water polo,"HANSSON, Pontus",Sweden,SWE,Men,water polo,M,Silver
1912,Sweden,Stockholm,Aquatics,Water polo,"JULIN, Harald S.A.",Sweden,SWE,Men,water polo,M,Silver
1912,Sweden,Stockholm,Aquatics,Water polo,"KUMFELDT, K. Torsten",Sweden,SWE,Men,water polo,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"FOCK, Bror",Sweden,SWE,Men,3000m team,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"FRYKBERG, Nils",Sweden,SWE,Men,3000m team,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"OHLSSON, Thorild",Sweden,SWE,Men,3000m team,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"WIDE, Ernest",Sweden,SWE,Men,3000m team,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"ZANDER, John",Sweden,SWE,Men,3000m team,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"LINDBERG, Knut",Sweden,SWE,Men,4x100m relay,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"LUTHER, Karl August",Sweden,SWE,Men,4x100m relay,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"MÖLLER, Ivan",Sweden,SWE,Men,4x100m relay,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"PERSSON, Ture",Sweden,SWE,Men,4x100m relay,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"EKE, John",Sweden,SWE,Men,cross country individual,M,Bronze
1912,Sweden,Stockholm,Athletics,Athletics,"ANDERSSON, Hjalmar",Sweden,SWE,Men,cross country individual,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"ANDERSSON, Hjalmar",Sweden,SWE,Men,cross country team,M,Gold
1912,Sweden,Stockholm,Athletics,Athletics,"EKE, John",Sweden,SWE,Men,cross country team,M,Gold
1912,Sweden,Stockholm,Athletics,Athletics,"TERNSTRÖM, Josef",Sweden,SWE,Men,cross country team,M,Gold
1912,Sweden,Stockholm,Athletics,Athletics,"HOLMER, Gösta",Sweden,SWE,Men,decathlon,M,Bronze
1912,Sweden,Stockholm,Athletics,Athletics,"WIESLANDER, Hugo K.",Sweden,SWE,Men,decathlon,M,Gold
1912,Sweden,Stockholm,Athletics,Athletics,"LOMBERG, Charles",Sweden,SWE,Men,decathlon,M,Silver
1912,Sweden,Stockholm,Athletics,Athletics,"MAGNUSSON, Emil",Sweden,SWE,Men,"discus throw, both hands",M,Bronze
1912,Sweden,Stockholm,Athletics,Athletics,"LEMMING, Eric",Sweden,SWE,Men,javelin throw,M,Gold
1912,Sweden,Stockholm,Athletics,Athletics,"ABERG, Georg",Sweden,SWE,Men,long jump,M,Bronze
1912,Sweden,Stockholm,Athletics,Athletics,"UGGLA, Bertil",Sweden,SWE,Men,pole vault,M,Bronze
1912,Sweden,Stockholm,Athletics,Athletics,"ALMLÖF, Erik",Sweden,SWE,Men,triple jump,M,Bronze
1912,Sweden,Stockholm,Athletics,Athletics,"LINDBLOM, Gustav",Sweden,SWE,Men,triple jump,M,Gold
1912,Sweden,Stockholm,Athletics,Athletics,"ABERG, Georg",Sweden,SWE,Men,triple jump,M,Silver
1912,Sweden,Stockholm,Cycling,Cycling Road,"FRIBORG, Erik",Sweden,SWE,Men,team time trial,M,Gold
1912,Sweden,Stockholm,Cycling,Cycling Road,"LÖNN, Algot",Sweden,SWE,Men,team time trial,M,Gold
1912,Sweden,Stockholm,Cycling,Cycling Road,"MALM, Ragnar",Sweden,SWE,Men,team time trial,M,Gold
1912,Sweden,Stockholm,Cycling,Cycling Road,"PERSSON, Axel Wilhelm",Sweden,SWE,Men,team time trial,M,Gold
1912,Sweden,Stockholm,Equestrian,Dressage,"VON BLIXEN-FINECKE, Hans",Sweden,SWE,Men,individual,X,Bronze
1912,Sweden,Stockholm,Equestrian,Dressage,"BONDE, Carl",Sweden,SWE,Men,individual,X,Gold
1912,Sweden,Stockholm,Equestrian,Dressage,"BOLTENSTERN, Gustaf-Adolf",Sweden,SWE,Men,individual,X,Silver
1912,Sweden,Stockholm,Equestrian,Eventing,"NORDLANDER, Axel",Sweden,SWE,Men,individual,X,Gold
1912,Sweden,Stockholm,Equestrian,Eventing,"ADLERCREUTZ, Nils",Sweden,SWE,Men,team,X,Gold
1912,Sweden,Stockholm,Equestrian,Eventing,"CASPARSSON, Ernst",Sweden,SWE,Men,team,X,Gold
1912,Sweden,Stockholm,Equestrian,Eventing,"HORN AF AMINNE, Henric",Sweden,SWE,Men,team,X,Gold
1912,Sweden,Stockholm,Equestrian,Eventing,"NORDLANDER, Axel",Sweden,SWE,Men,team,X,Gold
1912,Sweden,Stockholm,Equestrian,Jumping,"KILMAN, Gustaf",Sweden,SWE,Men,team,X,Gold
1912,Sweden,Stockholm,Equestrian,Jumping,"LEWENHAUPT, Carl Gustaf",Sweden,SWE,Men,team,X,Gold
1912,Sweden,Stockholm,Equestrian,Jumping,"ROSENCRANTZ, Frederik",Sweden,SWE,Men,team,X,Gold
1912,Sweden,Stockholm,Equestrian,Jumping,"VON ROSEN, Hans",Sweden,SWE,Men,team,X,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"BERTILSSON, Per Daniel",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"CARLBERG, Carl-Ehrenfried",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"GRANFELDT, Nils Daniel",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"HARTZELL, Curt",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"HOLMBERG, Osvald",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"HYLLANDER, Anders",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"JANSE, Axel Johan",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"KULLBERG, Anders Boo",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"LANDBERG, Sven",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"NILSSON, Per Einar",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"NORELIUS, Bengt Rudolf",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"NORLING, Axel",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"NORLING, Lars Daniel",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"ROSEN, Sven",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"SILFVERSKIÖLD, Nils",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"SILFVERSTRAND, Carl",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"SÖRENSON, John Emil",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"STIERNSPETZ, Yngve",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"SVENSSON, Carl-Erik",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"SVENSSON, Karl Johan",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"TORELL, Knut E.",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"WENNERHOLM, O. Edward",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"WERSÄLL, Claës A.",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Gymnastics,Artistic G.,"WIMAN, David",Sweden,SWE,Men,"team, Swedish system",M,Gold
1912,Sweden,Stockholm,Modern Pentathlon,Modern Pentath.,"DE LAVAL, Georg",Sweden,SWE,Men,Individual competition,M,Bronze
1912,Sweden,Stockholm,Modern Pentathlon,Modern Pentath.,"LILLIEHOOK, Gosta",Sweden,SWE,Men,Individual competition,M,Gold
1912,Sweden,Stockholm,Modern Pentathlon,Modern Pentath.,"ASBRINK, Gosta",Sweden,SWE,Men,Individual competition,M,Silver
1912,Sweden,Stockholm,Rowing,Rowing,"BRUHN-MÖLLER, William",Sweden,SWE,Men,coxed fours Jugriggers,M,Silver
1912,Sweden,Stockholm,Rowing,Rowing,"BRUNKMAN, Conrad",Sweden,SWE,Men,coxed fours Jugriggers,M,Silver
1912,Sweden,Stockholm,Rowing,Rowing,"DAHLBÄCK, Herman",Sweden,SWE,Men,coxed fours Jugriggers,M,Silver
1912,Sweden,Stockholm,Rowing,Rowing,"ROSVALL, Ture",Sweden,SWE,Men,coxed fours Jugriggers,M,Silver
1912,Sweden,Stockholm,Rowing,Rowing,"WILKENS, Wilhelm",Sweden,SWE,Men,coxed fours Jugriggers,M,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"ERICSSON, Filip",Sweden,SWE,Men,10m,X,Gold
1912,Sweden,Stockholm,Sailing,Sailing,"HELLSTRÖM, Carl Ludwig",Sweden,SWE,Men,10m,X,Gold
1912,Sweden,Stockholm,Sailing,Sailing,"ISBERG, Paul",Sweden,SWE,Men,10m,X,Gold
1912,Sweden,Stockholm,Sailing,Sailing,"LUNDEN, Humbert",Sweden,SWE,Men,10m,X,Gold
1912,Sweden,Stockholm,Sailing,Sailing,"NYBERG, Herman",Sweden,SWE,Men,10m,X,Gold
1912,Sweden,Stockholm,Sailing,Sailing,"ROSENWÄRD, Harry",Sweden,SWE,Men,10m,X,Gold
1912,Sweden,Stockholm,Sailing,Sailing,"WALLERIUS, Eric G.",Sweden,SWE,Men,10m,X,Gold
1912,Sweden,Stockholm,Sailing,Sailing,"WALLIN, Harald",Sweden,SWE,Men,10m,X,Gold
1912,Sweden,Stockholm,Sailing,Sailing,"BERGMAN, Per",Sweden,SWE,Men,12m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"BERGSTRÖM, Dick",Sweden,SWE,Men,12m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"BERGSTRÖM, Kurt",Sweden,SWE,Men,12m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"CLASON, Hugo",Sweden,SWE,Men,12m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"JOHNSON, Folke",Sweden,SWE,Men,12m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"KANDER, Sigurd",Sweden,SWE,Men,12m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"LAMBY, Nils",Sweden,SWE,Men,12m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"LINDQVIST, Erik",Sweden,SWE,Men,12m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"PERSSON, Nils",Sweden,SWE,Men,12m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"SÄLLSTRÖM, Richard",Sweden,SWE,Men,12m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"AUST, Otto",Sweden,SWE,Men,6m,X,Bronze
1912,Sweden,Stockholm,Sailing,Sailing,"SANDBERG, Erik",Sweden,SWE,Men,6m,X,Bronze
1912,Sweden,Stockholm,Sailing,Sailing,"SANDBERG, Harald",Sweden,SWE,Men,6m,X,Bronze
1912,Sweden,Stockholm,Sailing,Sailing,"HENRIQUES, Emil",Sweden,SWE,Men,8m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"HEYMAN, Bengt",Sweden,SWE,Men,8m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"THIEL, Alvar",Sweden,SWE,Men,8m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"WESTERMARK, Herbert",Sweden,SWE,Men,8m,X,Silver
1912,Sweden,Stockholm,Sailing,Sailing,"WESTERMARK, Nils",Sweden,SWE,Men,8m,X,Silver
